NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
TCTN1	1	TCTN1	
LRRC26	1	LRRC26	
ADARB2	1	ADARB2	
GATM	1	GATM	
FGF10	1	FGF10	
IKBKB	1	IKBKB	
CROT	1	CROT	
CCDC180	1	CCDC180	
DPF3	1	DPF3	
WDR20	1	WDR20	
ZNHIT2	1	ZNHIT2	
KCTD5	1	KCTD5	
ZNF805	1	ZNF805	
TXNRD3	1	TXNRD3	
TP53TG1	1	TP53TG1	
N4BP2	1	N4BP2	
RILPL2	1	RILPL2	
ZNF609	1	ZNF609	
ATG10	1	ATG10	
DDOST	1	DDOST	
TTC32	1	TTC32	
ZNF22-AS1	1	C10orf25	
NRM	1	NRM	
PRKCQ	1	PRKCQ	
ZNRD2	1	ZNRD2	
BLVRB	1	BLVRB	
LRR1	1	LRR1	
ZSCAN22	1	ZSCAN22	
DUSP18	1	DUSP18	
DOCK10	1	DOCK10	
SLC16A3	1	SLC16A3	
PITPNA-AS1	1	PITPNA-AS1	
TUBB2B	1	TUBB2B	
ABCB9	1	ABCB9	
GEMIN2	1	GEMIN2	
DCP1B	1	DCP1B	
FAM86B1	1	FAM86B1	
ODC1	1	ODC1	
CCDC138	1	CCDC138	
SURF1	1	SURF1	
RNPEP	1	RNPEP	
JAG1	1	JAG1	
TENT2	1	TENT2	
GOLM1	1	GOLM1	
TAF2	1	TAF2	
TMEM273	1	TMEM273	
DNPEP	1	DNPEP	
CATSPER3	1	CATSPER3	
CHST2	1	CHST2	
TMBIM1	1	TMBIM1	
PGM2	1	PGM2	
C1QTNF1	1	C1QTNF1	
RESF1	1	RESF1	
RGS8	1	RGS8	
SEPTIN10	1	SEPTIN10	
NMI	1	NMI	
RGN	1	RGN	
NOL12	1	NOL12	
ANKS1A	1	ANKS1A	
ARHGAP5-AS1	1	ARHGAP5-AS1	
LENG9	1	LENG9	
PRKD1	1	PRKD1	
CIAO2A	1	CIAO2A	
ISG20	1	ISG20	
KCNA3	1	KCNA3	
PSMB8	1	PSMB8	
ARHGEF26	1	ARHGEF26	
ZDHHC16	1	ZDHHC16	
LCLAT1	1	LCLAT1	
P2RY13	1	P2RY13	
S1PR1	1	S1PR1	
C17orf58	1	C17orf58	
LACTB2	1	LACTB2	
EYA1	1	EYA1	
FKBPL	1	FKBPL	
RPL10	1	RPL10	
LRRC39	1	LRRC39	
EFEMP2	1	EFEMP2	
SETD5	1	SETD5	
SERPINB8	1	SERPINB8	
SCPEP1	1	SCPEP1	
TMEM243	1	TMEM243	
TPRKB	1	TPRKB	
XKR8	1	XKR8	
MLLT1	1	MLLT1	
SLC22A6	1	SLC22A6	
ZNF324	1	ZNF324	
EIF2S3	1	EIF2S3	
AMH	1	AMH	
NSDHL	1	NSDHL	
APOC1	1	APOC1	
PCBP3	1	PCBP3	
ST8SIA6	1	ST8SIA6	
ADCY9	1	ADCY9	
CRY2	1	CRY2	
KLF3	1	KLF3	
RSPH9	1	RSPH9	
RIPK1	1	RIPK1	
PBX4	1	PBX4	
TPMT	1	TPMT	
ZNF396	1	ZNF396	
KIN	1	KIN	
TMED5	1	TMED5	
HACD2	1	HACD2	
ZEB1-AS1	1	ZEB1-AS1	
UFL1-AS1	1	UFL1-AS1	
TCF12	1	TCF12	
MOSPD3	1	MOSPD3	
SGMS1-AS1	1	SGMS1-AS1	
WDR49	1	WDR49	
PON2	1	PON2	
HHIPL1	1	HHIPL1	
VSTM2L	1	VSTM2L	
MTA2	1	MTA2	
CHSY1	1	CHSY1	
AADAT	1	AADAT	
KLRG1	1	KLRG1	
CHASERR	1	LINC01578	
DLL1	1	DLL1	
LYVE1	1	LYVE1	
FAM107A	1	FAM107A	
FLRT3	1	FLRT3	
ETHE1	1	ETHE1	
EPCAM-DT	1	EPCAM-DT	
SBDS	1	SBDS	
PLEKHA2	1	PLEKHA2	
MTBP	1	MTBP	
WWC3	1	WWC3	
C18orf25	1	C18orf25	
WDHD1	1	WDHD1	
MANEA	1	MANEA	
NME5	1	NME5	
CEBPG	1	CEBPG	
SLC49A3	1	SLC49A3	
ORAI3	1	ORAI3	
PTPRK	1	PTPRK	
CEP95	1	CEP95	
GSTK1	1	GSTK1	
ZWINT	1	ZWINT	
CDH3	1	CDH3	
ARHGEF1	1	ARHGEF1	
SPARCL1	1	SPARCL1	
FKRP	1	FKRP	
CCNO	1	CCNO	
TCP10L	1	TCP10L	
RCBTB1	1	RCBTB1	
THBS1	1	THBS1	
CTSK	1	CTSK	
CDH19	1	CDH19	
SULT1A1	1	SULT1A1	
UCKL1-AS1	1	UCKL1-AS1	
INCA1	1	INCA1	
SH3BGR	1	SH3BGR	
PTPN2	1	PTPN2	
NHLH1	1	NHLH1	
CHST3	1	CHST3	
TAF8	1	TAF8	
FNDC11	1	FNDC11	
GTF2IRD2	1	GTF2IRD2	
GLB1L	1	GLB1L	
C8orf88	1	C8orf88	
LIMS2	1	LIMS2	
EFNA1	1	EFNA1	
BIRC2	1	BIRC2	
TNRC18	1	TNRC18	
HPCA	1	HPCA	
SFT2D1	1	SFT2D1	
SNRPB	1	SNRPB	
TXNL4B	1	TXNL4B	
GPT	1	GPT	
CITED1	1	CITED1	
FERMT2	1	FERMT2	
CCDC110	1	CCDC110	
RAD51B	1	RAD51B	
POU2AF3	1	COLCA2	
LINC02731	1	LINC02731	
RND3	1	RND3	
LPA	1	LPA	
NTNG2	1	NTNG2	
LURAP1L-AS1	1	LURAP1L-AS1	
OCEL1	1	OCEL1	
SSPOP	1	SSPO	
FAM220A	1	FAM220A	
PBX2	1	PBX2	
MRPL39	1	MRPL39	
INO80	1	INO80	
C1orf53	1	C1orf53	
TMEM220	1	TMEM220	
SYT12	1	SYT12	
LMTK2	1	LMTK2	
SERTM1	1	SERTM1	
PRKD3	1	PRKD3	
PPARD	1	PPARD	
IL16	1	IL16	
NDUFB3	1	NDUFB3	
SLC15A3	1	SLC15A3	
PDLIM5	1	PDLIM5	
NUDT8	1	NUDT8	
COG8	1	COG8	
AMT	1	AMT	
ZNF775	1	ZNF775	
TFAP2E	1	TFAP2E	
NR4A3	1	NR4A3	
BBS5	1	BBS5	
TYK2	1	TYK2	
SHMT1	1	SHMT1	
LARP4	1	LARP4	
ALDH1L1	1	ALDH1L1	
F7	1	F7	
S100B	1	S100B	
PLCD1	1	PLCD1	
GPM6B	1	GPM6B	
NELL2	1	NELL2	
POLR2G	1	POLR2G	
PALB2	1	PALB2	
LRP2BP	1	LRP2BP	
TBCEL	1	TBCEL	
PYROXD2	1	PYROXD2	
SETBP1	1	SETBP1	
RPL4	1	RPL4	
BBS10	1	BBS10	
HAUS1	1	HAUS1	
SORBS3	1	SORBS3	
HSF4	1	HSF4	
CDCA7L	1	CDCA7L	
CHRDL2	1	CHRDL2	
TRIM56	1	TRIM56	
MDK	1	MDK	
IL5RA	1	IL5RA	
PIDD1	1	PIDD1	
C16orf82	1	C16orf82	
F11R	1	F11R	
FAM111A-DT	1	FAM111A-DT	
DCLRE1B	1	DCLRE1B	
NEK11	1	NEK11	
SEMA6D	1	SEMA6D	
RRP7A	1	RRP7A	
SF3A3	1	SF3A3	
TAP1	1	TAP1	
BCL6	1	BCL6	
SPICE1	1	SPICE1	
ZNF107	1	ZNF107	
GLUL	1	GLUL	
RNF157-AS1	1	RNF157-AS1	
NUP205	1	NUP205	
ZNF599	1	ZNF599	
OBSCN	1	OBSCN	
ZCCHC8	1	ZCCHC8	
BAALC	1	BAALC	
TSPAN6	1	TSPAN6	
ZNF446	1	ZNF446	
AXIN1	1	AXIN1	
RAB30	1	RAB30	
PABIR2	1	FAM122B	
PCDHB15	1	PCDHB15	
ZNF658	1	ZNF658	
HCK	1	HCK	
RBM38	1	RBM38	
CLN5	1	CLN5	
TNS2	1	TNS2	
CLBA1	1	CLBA1	
CTNND1	1	CTNND1	
TYW5	1	TYW5	
PARP4	1	PARP4	
FBXL9P	1	LRRC29	
PTP4A3	1	PTP4A3	
CLDN3	1	CLDN3	
S1PR2	1	S1PR2	
TCEAL9	1	TCEAL9	
RPLP1	1	RPLP1	
TBX19	1	TBX19	
DCTN6	1	DCTN6	
BAZ2A	1	BAZ2A	
LCN12	1	LCN12	
PDLIM3	1	PDLIM3	
B9D2	1	B9D2	
CNPY4	1	CNPY4	
SETD1A	1	SETD1A	
GPR146	1	GPR146	
GRP	1	GRP	
AKAP13	1	AKAP13	
ITGB7	1	ITGB7	
B3GNT9	1	B3GNT9	
TMC6	1	TMC6	
DCT	1	DCT	
COL4A1	1	COL4A1	
CTNNA2	1	CTNNA2	
LINC02716	1	LINC02716	
CENPF	1	CENPF	
EWSR1	1	EWSR1	
PRR29	1	PRR29	
ARL5B	1	ARL5B	
CDAN1	1	CDAN1	
H2AX	1	H2AFX	
BAZ1A	1	BAZ1A	
MKX	1	MKX	
COL26A1	1	COL26A1	
ZNF800	1	ZNF800	
HSD17B14	1	HSD17B14	
ARHGAP11A	1	ARHGAP11A	
ARL4C	1	ARL4C	
WNT7B	1	WNT7B	
CRIM1	1	CRIM1	
HES1	1	HES1	
PIK3C2A	1	PIK3C2A	
ABCC9	1	ABCC9	
VILL	1	VILL	
TLE2	1	TLE2	
BCAR3	1	BCAR3	
PRR7	1	PRR7	
CPNE2	1	CPNE2	
EIF4A3	1	EIF4A3	
ZNF20	1	ZNF20	
SLC9A3R2	1	SLC9A3R2	
SKP2	1	SKP2	
PHF12	1	PHF12	
SPATA17	1	SPATA17	
SLC39A1	1	SLC39A1	
CCDC169	1	CCDC169	
GEMIN8	1	GEMIN8	
IL10RB	1	IL10RB	
NOSTRIN	1	NOSTRIN	
HNMT	1	HNMT	
WDR44	1	WDR44	
E2F5	1	E2F5	
PCDH10	1	PCDH10	
SPATS2L	1	SPATS2L	
PYCR3	1	PYCR3	
DBF4	1	DBF4	
KIF24	1	KIF24	
LTBP4	1	LTBP4	
HOPX	1	HOPX	
DMPK	1	DMPK	
TMCC3	1	TMCC3	
DALRD3	1	DALRD3	
IGFBP6	1	IGFBP6	
ITIH5	1	ITIH5	
MIDN	1	MIDN	
ZNF808	1	ZNF808	
CFD	1	CFD	
AMMECR1	1	AMMECR1	
ZMIZ1-AS1	1	ZMIZ1-AS1	
CARD8	1	CARD8	
NUCB1	1	NUCB1	
ACACB	1	ACACB	
HSPE1	1	HSPE1	
TNKS1BP1	1	TNKS1BP1	
ZNF628	1	ZNF628	
SRP14-DT	1	SRP14-AS1	
C2orf76	1	C2orf76	
ZNF362	1	ZNF362	
FER1L5	1	FER1L5	
HAUS4	1	HAUS4	
STEAP1	1	STEAP1	
TMF1	1	TMF1	
ZCCHC4	1	ZCCHC4	
CORO1B	1	CORO1B	
ITGB8	1	ITGB8	
AKR1C3	1	AKR1C3	
A2M	1	A2M	
ARHGAP8	1	ARHGAP8	
NPY2R	1	NPY2R	
TMEM35B	1	TMEM35B	
WRN	1	WRN	
SDC2	1	SDC2	
PELI1	1	PELI1	
CRY1	1	CRY1	
NCAPG2	1	NCAPG2	
TWSG1	1	TWSG1	
PIP5K1B	1	PIP5K1B	
FABP7	1	FABP7	
FAM43A	1	FAM43A	
SEMA3B	1	SEMA3B	
PCDHB4	1	PCDHB4	
HAPLN4	1	HAPLN4	
QTRT2	1	QTRT2	
ZNF77	1	ZNF77	
THOC6	1	THOC6	
SH2D3C	1	SH2D3C	
NR4A1	1	NR4A1	
CEP131	1	CEP131	
ACAD10	1	ACAD10	
CNNM4	1	CNNM4	
NUP98	1	NUP98	
PTPRG-AS1	1	PTPRG-AS1	
SLC7A5	1	SLC7A5	
TNFAIP8L3	1	TNFAIP8L3	
LINC01063	1	LINC01063	
MT1F	1	MT1F	
HECW1	1	HECW1	
WARS2-AS1	1	WARS2-AS1	
IFIH1	1	IFIH1	
TLN1	1	TLN1	
ZBTB49	1	ZBTB49	
GAS7	1	GAS7	
SFTPD	1	SFTPD	
ZBTB39	1	ZBTB39	
LINC01159	1	LINC01159	
CMTM1	1	CMTM1	
LRRIQ1	1	LRRIQ1	
C1orf56	1	C1orf56	
VCAM1	1	VCAM1	
DNAH5	1	DNAH5	
TOR1AIP1	1	TOR1AIP1	
H2AC6	1	HIST1H2AC	
C16orf46	1	C16orf46	
DECR1	1	DECR1	
YBEY	1	YBEY	
ISG20L2	1	ISG20L2	
TRIM22	1	TRIM22	
ZBTB7B	1	ZBTB7B	
EFEMP1	1	EFEMP1	
NRP1	1	NRP1	
NPC1	1	NPC1	
TMEM168	1	TMEM168	
SNHG19	1	SNHG19	
GSDMD	1	GSDMD	
ACSF3	1	ACSF3	
MRI1	1	MRI1	
LRRC8B	1	LRRC8B	
ZNF441	1	ZNF441	
SLC31A2	1	SLC31A2	
ZDHHC1	1	ZDHHC1	
SMO	1	SMO	
PEX11G	1	PEX11G	
ARAP3	1	ARAP3	
ELN	1	ELN	
ZNF395	1	ZNF395	
NEURL2	1	NEURL2	
LINC01896	1	LINC01896	
OPRM1	1	OPRM1	
SEC14L1	1	SEC14L1	
HHLA3	1	HHLA3	
SYTL1	1	SYTL1	
IRS2	1	IRS2	
RNF144B	1	RNF144B	
COMT	1	COMT	
UNC5B	1	UNC5B	
ABHD15	1	ABHD15	
NT5DC3	1	NT5DC3	
PRLHR	1	PRLHR	
HYPK	1	HYPK	
C9orf24	1	C9orf24	
TESC	1	TESC	
DUSP14	1	DUSP14	
METTL25	1	METTL25	
MEIOC	1	MEIOC	
IQCK	1	IQCK	
WARS1	1	WARS	
C5orf64	1	C5orf64	
LINC02804	1	LINC02804	
VAT1L	1	VAT1L	
ZNF460	1	ZNF460	
FBXL14	1	FBXL14	
APOE	1	APOE	
SYT7	1	SYT7	
SPATA6	1	SPATA6	
FIGNL2	1	FIGNL2	
CCNT1	1	CCNT1	
TAPBP	1	TAPBP	
TRIOBP	1	TRIOBP	
NEAT1	1	NEAT1	
PDSS1	1	PDSS1	
IL32	1	IL32	
MTTP	1	MTTP	
AGA	1	AGA	
TRIM14	1	TRIM14	
HIGD1B	1	HIGD1B	
GTF2IRD1	1	GTF2IRD1	
ZBBX	1	ZBBX	
TPH1	1	TPH1	
KHSRP	1	KHSRP	
PRKAB1	1	PRKAB1	
MIF4GD	1	MIF4GD	
ATP11A	1	ATP11A	
VLDLR	1	VLDLR	
SRRM2-AS1	1	SRRM2-AS1	
MED30	1	MED30	
CDK3	1	CDK3	
CCDC9	1	CCDC9	
C11orf97	1	C11orf97	
EDEM2	1	EDEM2	
SLC27A6	1	SLC27A6	
LYL1	1	LYL1	
FAT1	1	FAT1	
KLF15	1	KLF15	
AMHR2	1	AMHR2	
IL27RA	1	IL27RA	
IL1RAPL1	1	IL1RAPL1	
ZFP36L1	1	ZFP36L1	
TNC	1	TNC	
NSUN7	1	NSUN7	
KATNIP	1	KIAA0556	
ACADL	1	ACADL	
SDHD	1	SDHD	
PPIL2	1	PPIL2	
TMC7	1	TMC7	
MED11	1	MED11	
FJX1	1	FJX1	
MCM2	1	MCM2	
AHCYL2	1	AHCYL2	
ADGRF5	1	ADGRF5	
H1-2	1	HIST1H1C	
TNK1	1	TNK1	
DDX3X	1	DDX3X	
RIN2	1	RIN2	
LINC01135	1	LINC01135	
SAMSN1	1	SAMSN1	
CALN1	1	CALN1	
H2AJ	1	H2AFJ	
ATXN7L1	1	ATXN7L1	
SLC43A3	1	SLC43A3	
P4HA1	1	P4HA1	
NR0B1	1	NR0B1	
CTNNAL1	1	CTNNAL1	
YAP1	1	YAP1	
CDC14B	1	CDC14B	
PUDP	1	PUDP	
C10orf67	1	C10orf67	
SMN1	1	SMN1	
ATAD2	1	ATAD2	
TMEM150A	1	TMEM150A	
SLC39A14	1	SLC39A14	
PRAG1	1	PRAG1	
GBP1	1	GBP1	
LZTS3	1	LZTS3	
C5orf15	1	C5orf15	
DOT1L	1	DOT1L	
DLGAP1-AS1	1	DLGAP1-AS1	
PLK1	1	PLK1	
GDF10	1	GDF10	
ZNF274	1	ZNF274	
EFNB1	1	EFNB1	
ZKSCAN7	1	ZKSCAN7	
STX17-DT	1	STX17-AS1	
UBR5-DT	1	UBR5-AS1	
FAM153CP	1	FAM153CP	
TRADD	1	TRADD	
TMDD1	1	C12orf81	
TRIB3	1	TRIB3	
CSRP2	1	CSRP2	
TFRC	1	TFRC	
NCKAP5	1	NCKAP5	
P3H2	1	P3H2	
ARRDC3	1	ARRDC3	
SNTB2	1	SNTB2	
NBEAL1	1	NBEAL1	
HAS1	1	HAS1	
DNAJC25	1	DNAJC25	
UTP14A	1	UTP14A	
SCG3	1	SCG3	
LPCAT3	1	LPCAT3	
ABI3	1	ABI3	
LAMP2	1	LAMP2	
EHBP1L1	1	EHBP1L1	
GFPT2	1	GFPT2	
PAFAH2	1	PAFAH2	
ATRAID	1	ATRAID	
KCNF1	1	KCNF1	
GUCA1B	1	GUCA1B	
LINC02449	1	LINC02449	
MYZAP	1	MYZAP	
C8orf76	1	C8orf76	
LEPROT	1	LEPROT	
ZNF337-AS1	1	ZNF337-AS1	
ARAF	1	ARAF	
HSDL2	1	HSDL2	
C16orf89	1	C16orf89	
ABCC8	1	ABCC8	
PROS1	1	PROS1	
SLC12A7	1	SLC12A7	
ANXA5	1	ANXA5	
KIF26B	1	KIF26B	
SNRNP25	1	SNRNP25	
ZNF674-AS1	1	ZNF674-AS1	
PINX1	1	PINX1	
CDH5	1	CDH5	
KISS1R	1	KISS1R	
C20orf96	1	C20orf96	
ENTREP1	1	FAM189A2	
ZC3H7A	1	ZC3H7A	
TARBP2	1	TARBP2	
BTBD1	1	BTBD1	
DNAH7	1	DNAH7	
RARA	1	RARA	
MLC1	1	MLC1	
LINC00964	1	LINC00964	
HSPD1	1	HSPD1	
TMEM218	1	TMEM218	
DEPTOR	1	DEPTOR	
H6PD	1	H6PD	
ADAM33	1	ADAM33	
DKK1	1	DKK1	
TASOR2	1	TASOR2	
COBL	1	COBL	
CTH	1	CTH	
TRPV1	1	TRPV1	
VPS33B-DT	1	VPS33B-DT	
DNAJC17	1	DNAJC17	
PPIL6	1	PPIL6	
TDG	1	TDG	
GCH1	1	GCH1	
TET3	1	TET3	
ABCA1	1	ABCA1	
FAM229A	1	FAM229A	
TLR3	1	TLR3	
RSPO2	1	RSPO2	
MLLT10	1	MLLT10	
TRIP6	1	TRIP6	
TIMM10	1	TIMM10	
MEX3B	1	MEX3B	
NEK3	1	NEK3	
LMAN1	1	LMAN1	
PNMT	1	PNMT	
GSDME	1	GSDME	
ADGRE5	1	ADGRE5	
DIO3OS	1	DIO3OS	
MAP3K20	1	MAP3K20	
SYTL4	1	SYTL4	
LINC01902	1	LINC01902	
MUC12	1	MUC12	
PLEKHA7	1	PLEKHA7	
SAP25	1	SAP25	
GLB1L2	1	GLB1L2	
METTL14	1	METTL14	
UBXN11	1	UBXN11	
PLEK	1	PLEK	
MCRS1	1	MCRS1	
CD9	1	CD9	
PKD2	1	PKD2	
MCMDC2	1	MCMDC2	
SIX5	1	SIX5	
RBBP6	1	RBBP6	
SUCLG2	1	SUCLG2	
GRIP2	1	GRIP2	
U2AF2	1	U2AF2	
ATXN2L	1	ATXN2L	
PLIN3	1	PLIN3	
AAR2	1	AAR2	
SLC35E2A	1	SLC35E2A	
GLIS2-AS1	1	GLIS2-AS1	
DAP	1	DAP	
SPN	1	SPN	
MASP1	1	MASP1	
BGLAP	1	BGLAP	
IFITM2	1	IFITM2	
EPS8	1	EPS8	
SMIM3	1	SMIM3	
DOCK8	1	DOCK8	
PIH1D2	1	PIH1D2	
DHFR2	1	DHFR2	
MT3	1	MT3	
FNBP4	1	FNBP4	
LRRC1	1	LRRC1	
NDUFA4L2	1	NDUFA4L2	
TTN	1	TTN	
IL6R	1	IL6R	
SLC39A12	1	SLC39A12	
PLD5	1	PLD5	
FOLR2	1	FOLR2	
MAPK4	1	MAPK4	
KIF17	1	KIF17	
HNRNPUL1	1	HNRNPUL1	
DCXR	1	DCXR	
NKD2	1	NKD2	
SLC25A29	1	SLC25A29	
SYCP2	1	SYCP2	
UBOX5	1	UBOX5	
DCLRE1A	1	DCLRE1A	
CLHC1	1	CLHC1	
ACTA1	1	ACTA1	
ZNF684	1	ZNF684	
NPY1R	1	NPY1R	
MRPL53	1	MRPL53	
GTF2IRD2B	1	GTF2IRD2B	
PRTFDC1	1	PRTFDC1	
BVES	1	BVES	
HK2	1	HK2	
SLC25A48	1	SLC25A48	
SBSPON	1	SBSPON	
CLIC4	1	CLIC4	
WNT7A	1	WNT7A	
LINC02166	1	LINC02166	
TEDC2	1	TEDC2	
MS4A7	1	MS4A7	
GJC1	1	GJC1	
ZNF587	1	ZNF587	
ANKRD31	1	ANKRD31	
C1QL2	1	C1QL2	
TRPM4	1	TRPM4	
RBM7	1	RBM7	
TXLNB	1	TXLNB	
CTC1	1	CTC1	
CHD1L	1	CHD1L	
RASA4	1	RASA4	
CCDC146	1	CCDC146	
FZD1	1	FZD1	
PRXL2C	1	PRXL2C	
TMEM38B	1	TMEM38B	
TFEB	1	TFEB	
MORN1	1	MORN1	
ZNF426-DT	1	ZNF426-DT	
NEURL1B	1	NEURL1B	
SORBS2	1	SORBS2	
HSD17B1	1	HSD17B1	
ACVR1C	1	ACVR1C	
NABP1	1	NABP1	
LINC01550	1	LINC01550	
RCSD1	1	RCSD1	
TTC31	1	TTC31	
C2orf92	1	C2orf92	
SLC3A2	1	SLC3A2	
B3GALNT2	1	B3GALNT2	
BIRC3	1	BIRC3	
IGFBPL1	1	IGFBPL1	
SOD3	1	SOD3	
RDH5	1	RDH5	
MYOM1	1	MYOM1	
VASN	1	VASN	
ZIC1	1	ZIC1	
C10orf143	1	C10orf143	
EPHB1	1	EPHB1	
BACH1	1	BACH1	
LINC02427	1	LINC02427	
B3GLCT	1	B3GLCT	
GPC6	1	GPC6	
CFAP161	1	CFAP161	
CYBRD1	1	CYBRD1	
PSMB9	1	PSMB9	
GJB6	1	GJB6	
B2M	1	B2M	
SPON1	1	SPON1	
PCBD2	1	PCBD2	
CENPW	1	CENPW	
ZNF844	1	ZNF844	
PIM1	1	PIM1	
PIERCE1	1	C9orf116	
SESN2	1	SESN2	
AGTRAP	1	AGTRAP	
TAF1B	1	TAF1B	
NUP62CL	1	NUP62CL	
TRAF3IP2	1	TRAF3IP2	
SLC25A35	1	SLC25A35	
PRRG2	1	PRRG2	
EXOSC8	1	EXOSC8	
COL4A5	1	COL4A5	
SERPINB1	1	SERPINB1	
LRRC8C	1	LRRC8C	
MIPEP	1	MIPEP	
TCEANC	1	TCEANC	
ADCK1	1	ADCK1	
RGL2	1	RGL2	
H3-3B	1	H3F3B	
CTF1	1	CTF1	
PHLDB2	1	PHLDB2	
PTK7	1	PTK7	
ADAMTS17	1	ADAMTS17	
TEX15	1	TEX15	
LINC00472	1	LINC00472	
ATP10B	1	ATP10B	
RESP18	1	RESP18	
EMID1	1	EMID1	
PRR34-AS1	1	PRR34-AS1	
EBPL	1	EBPL	
PAN3-AS1	1	PAN3-AS1	
PILRA	1	PILRA	
C1QTNF6	1	C1QTNF6	
UBE2Q2P16	1	UBE2Q2L	
GRIK1-AS1	1	GRIK1-AS1	
KCNK1	1	KCNK1	
CRYBB1	1	CRYBB1	
GPRASP3	1	BHLHB9	
KCNJ5	1	KCNJ5	
RIDA	1	RIDA	
ARHGAP29	1	ARHGAP29	
VSTM2A	1	VSTM2A	
DOCK6-AS1	1	AC011472.4	
PTK2B	1	PTK2B	
FN1	1	FN1	
SLC16A11	1	SLC16A11	
IQCG	1	IQCG	
FBXO36	1	FBXO36	
NAPA-AS1	1	NAPA-AS1	
LHFPL5	1	LHFPL5	
TYW1B	1	TYW1B	
SEMA6A	1	SEMA6A	
PALMD	1	PALMD	
PHYHD1	1	PHYHD1	
DLC1	1	DLC1	
NAT16	1	NAT16	
BEGAIN	1	BEGAIN	
SWINGN	1	LINC00565	
CYSLTR2	1	CYSLTR2	
ROBO3	1	ROBO3	
MIS18A	1	MIS18A	
MS4A6A	1	MS4A6A	
HSPG2	1	HSPG2	
GRHL1	1	GRHL1	
ODAD3	1	CCDC151	
KDM5C	1	KDM5C	
SDK1	1	SDK1	
TTC29	1	TTC29	
NID2	1	NID2	
LCMT1-AS1	1	LCMT1-AS1	
LINC01315	1	LINC01315	
RHOF	1	RHOF	
PLAAT4	1	PLAAT4	
CACNG3	1	CACNG3	
GOLGA8N	1	GOLGA8N	
MEGF6	1	MEGF6	
PRIM1	1	PRIM1	
IRX2	1	IRX2	
IQCN	1	IQCN	
CD68	1	CD68	
TCTN3	1	TCTN3	
DHRS3	1	DHRS3	
EEF1AKMT3	1	EEF1AKMT3	
PPIB	1	PPIB	
SNAPC1	1	SNAPC1	
MARCHF10	1	MARCH10	
NEMP2	1	NEMP2	
LGALS3	1	LGALS3	
ITGB4	1	ITGB4	
ST7-AS1	1	ST7-AS1	
CCDC40	1	CCDC40	
MAP7D3	1	MAP7D3	
RPS4X	1	RPS4X	
FCRLB	1	FCRLB	
FRMD8	1	FRMD8	
DNAI1	1	DNAI1	
BMP7	1	BMP7	
KLF6	1	KLF6	
HS3ST1	1	HS3ST1	
TNFRSF19	1	TNFRSF19	
HHATL	1	HHATL	
BCL10	1	BCL10	
PPM1D	1	PPM1D	
BTG3	1	BTG3	
EIF4EBP1	1	EIF4EBP1	
MXRA8	1	MXRA8	
OLR1	1	OLR1	
TTLL9	1	TTLL9	
CLU	1	CLU	
MOK	1	MOK	
TRPC6	1	TRPC6	
PCDHB13	1	PCDHB13	
TMEM272	1	TMEM272	
LONRF1	1	LONRF1	
NUP188	1	NUP188	
HAUS5	1	HAUS5	
MYH3	1	MYH3	
EIF4EBP3	1	EIF4EBP3	
VEGFA	1	VEGFA	
UBR4	1	UBR4	
PAPPA	1	PAPPA	
PLOD2	1	PLOD2	
BTBD17	1	BTBD17	
RAB13	1	RAB13	
TMEM216	1	TMEM216	
CA11	1	CA11	
IGSF9B	1	IGSF9B	
SHD	1	SHD	
CAT	1	CAT	
MCHR1	1	MCHR1	
PLEKHO1	1	PLEKHO1	
SPPL2A	1	SPPL2A	
PELI2	1	PELI2	
RREB1	1	RREB1	
NFKBIE	1	NFKBIE	
GPR158-AS1	1	GPR158-AS1	
MEIG1	1	MEIG1	
NNAT	1	NNAT	
CFAP44	1	CFAP44	
PDLIM4	1	PDLIM4	
FGFBP3	1	FGFBP3	
SMOX	1	SMOX	
PHACTR4	1	PHACTR4	
PWWP3B	1	PWWP3B	
STAC	1	STAC	
MCUB	1	MCUB	
SH3PXD2B	1	SH3PXD2B	
PRDM16-DT	1	PRDM16-DT	
LINC00997	1	LINC00997	
ADGRL4	1	ADGRL4	
ALOX12-AS1	1	ALOX12-AS1	
LINC01119	1	LINC01119	
ARHGAP4	1	ARHGAP4	
ZSCAN2-AS1	1	AC048382.5	
SLC12A8	1	SLC12A8	
LYZ	1	LYZ	
TM9SF1	1	TM9SF1	
GPATCH3	1	GPATCH3	
SLC18B1	1	SLC18B1	
BCL3	1	BCL3	
LRMDA	1	LRMDA	
UBE2D3-AS1	1	UBE2D3-AS1	
ABCC4	1	ABCC4	
ADAMTS12	1	ADAMTS12	
RELA	1	RELA	
MT1G	1	MT1G	
ADAMTS9-AS2	1	ADAMTS9-AS2	
ZDHHC9	1	ZDHHC9	
IL6ST	1	IL6ST	
HMOX1	1	HMOX1	
DUS4L	1	DUS4L	
AXIN2	1	AXIN2	
PHETA2	1	PHETA2	
PLEKHG4B	1	PLEKHG4B	
NWD2	1	NWD2	
RLBP1	1	RLBP1	
NKD1	1	NKD1	
DNALI1	1	DNALI1	
H2BC21	1	HIST2H2BE	
FAM221A	1	FAM221A	
PUS1	1	PUS1	
RGCC	1	RGCC	
ANO6	1	ANO6	
SPRED3	1	SPRED3	
SETD9	1	SETD9	
ARHGEF10	1	ARHGEF10	
SPACDR	1	C7orf61	
